id,result
565,0.10269756153203533
160,0.05627372926151836
553,0.07187640377542959
860,0.03712348414447835
241,0.7555612845853212
559,0.37065479816144065
387,0.8064114284351003
536,0.37643230089211266
698,0.4234593955394758
99,0.21990676645493168
126,0.4006268385539248
333,0.10030709962010302
216,0.6272677418012658
817,0.17987758269946758
27,0.40470214182864733
703,0.18715478829797666
485,0.24140569646084867
511,0.07131641273521624
433,0.08415588833834839
576,0.8141821545886627
87,0.07131641273521624
580,0.8070619488134263
157,0.1107849790667682
279,0.5534204851836703
422,0.08141054780816862
369,0.968211065518733
776,0.3843800103256004
712,0.3026955886257256
455,0.12082570938858886
495,0.16604951759508407
758,0.03922341814676914
730,0.9580177163744689
65,0.3782347873848009
75,0.16869745332764197
489,0.4247342076511397
869,0.5863777818478559
165,0.3598623544449785
71,0.17658443020585876
428,0.4006268385539248
417,0.8920267847349577
745,0.15908145807301838
297,0.9585133724154201
463,0.1004249056691099
84,0.8977254871503169
211,0.8389557520323014
115,0.04504084197080865
868,0.30637415048501954
40,0.3286062735542898
644,0.8327036442265996
322,0.8497567265056132
759,0.9495517001130294
564,0.45818954267873435
502,0.7270644489779585
17,0.09671074005768342
679,0.486194310557597
401,0.09039193724114825
639,0.08738775714623537
701,0.770154038324274
106,0.7358408389224514
447,0.3800782371356558
578,0.4977920276907818
472,0.8313573317603133
764,0.16423358954430095
397,0.15939817932070074
690,0.2961682403301956
38,0.36138447801825724
375,0.9767196075678459
752,0.20966300975193283
625,0.3717629353734179
864,0.08659917177545635
275,0.9390198735472797
773,0.08231453380295282
593,0.6082847222643986
504,0.9588641982825823
239,0.12983685771752052
153,0.045038487100451885
614,0.03884300939236083
442,0.3840835439818136
180,0.09256718732960527
634,0.22698833795786716
386,0.32779664516141227
244,0.05157503227109447
749,0.09698087463089244
162,0.05904722730997498
501,0.7940737890310463
92,0.5058295081521803
714,0.09520108737448146
431,0.5919851847470564
452,0.35766350182026596
853,0.9815284514428312
55,0.26611691119713143
351,0.27104534879468434
570,0.05740466565918884
29,0.06131027759571623
62,0.3362593096777039
596,0.8867847826870103
458,0.7402684044614077
459,0.4006268385539248
4,0.03884300939236083
271,0.0479789955758919
252,0.24003396247691036
341,0.8872187708488501
82,0.6660623399884976
9,0.8914395388264484
810,0.03788521432700732
23,0.21824102816424823
841,0.09398636777419539
410,0.06131027759571623
566,0.05452515001973465
245,0.4655132070705831
560,0.4006268385539248
324,0.021606681723174266
146,0.062463622327314
659,0.39996707830500305
571,0.9239904374344896
196,0.4006268385539248
16,0.23851760471898414
138,0.09221663523018657
743,0.12487731444303082
555,0.24003396247691036
105,0.04681837545735113
726,0.758661530772712
603,0.08039459034371596
541,0.19061993621548598
775,0.10830753959830805
824,0.24786534197327648
336,0.31362003154266455
799,0.5464720325286005
676,0.07602682054585337
607,0.6145136529071462
826,0.16829185309098868
756,0.059314346030447176
186,0.7555612845853212
411,0.16612058907884536
549,0.6900829119214251
441,0.050811706542410635
435,0.9060697266652759
790,0.4006268385539248
198,0.6564143422614228
444,0.07131889968836777
671,0.28051350812966513
296,0.09097606287917695
802,0.7953752521875522
137,0.34840126869027044
532,0.21459375502013006
587,0.24292940242653382
878,0.06131027759571623
728,0.153421359625184
389,0.8954976308681692
427,0.8922800404553426
804,0.04743002821220901
731,0.6592509601252458
88,0.8830439509223942
39,0.602857677629427
492,0.4027652448666746
823,0.6122958102799672
886,0.08405304676576966
353,0.13451240831259895
685,0.18881562839399613
11,0.8288544898910117
484,0.37873461915415074
366,0.9410791523578459
300,0.6564143422614228
879,0.9475012548176942
530,0.8494244369543367
293,0.3367203415185416
814,0.1255862455804761
515,0.49750297747669103
199,0.8806535061435683
142,0.3803158466609423
349,0.051107740244276126
354,0.08231453380295282
295,0.3463112987941523
143,0.08937456748735445
880,0.8099819871638415
91,0.04073888690049665
883,0.0825370297414655
473,0.9108939937488173
637,0.2370375475476107
